第15任總統副總統選舉候選人在彰化縣各村(里)得票數一覽表,,,,,,,,,,,,
行政區別,村里別,各組候選人得票情形,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數
D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","投票率H
H=C÷G"
,,"(1)
宋楚瑜
余湘","(2)
韓國瑜
張善政","(3)
蔡英文
賴清德",,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,溪頂村,20,144,267,431,8,439,0,439,155,594,73.9057
,柳鳳村,18,329,381,728,16,744,0,744,171,915,81.3115
,陸豐村,34,248,344,626,8,634,0,634,220,854,74.2389
,海豐村,33,330,591,954,9,963,0,963,370,"1,333",72.2431
,睦宜村,38,287,450,775,15,790,0,790,256,"1,046",75.5258
,新生村,32,334,587,953,15,968,0,968,311,"1,279",75.6841
,北鎮村,49,291,510,850,13,863,1,864,317,"1,181",73.0737
,南鎮村,12,157,273,442,7,449,0,449,157,606,74.0924
,福田村,18,200,294,512,8,520,0,520,207,727,71.5268
,新興村,21,284,494,799,6,805,0,805,229,"1,034",77.8530
　埤頭鄉,,786,"6,512","10,127","17,425",276,"17,701",0,"17,701","7,206","24,907",71.0684
,和豊村,80,586,965,"1,631",22,"1,653",0,"1,653",746,"2,399",68.9037
,興農村,51,460,724,"1,235",21,"1,256",0,"1,256",462,"1,718",73.1083
,埤頭村,46,363,693,"1,102",11,"1,113",0,"1,113",443,"1,556",71.5296
,豊崙村,79,760,680,"1,519",20,"1,539",0,"1,539",704,"2,243",68.6135
,崙子村,49,333,469,851,13,864,0,864,347,"1,211",71.3460
,永豊村,45,399,627,"1,071",13,"1,084",0,"1,084",463,"1,547",70.0711
,合興村,101,"1,016","1,214","2,331",33,"2,364",0,"2,364",823,"3,187",74.1763
,平原村,73,638,812,"1,523",27,"1,550",0,"1,550",604,"2,154",71.9591
